scrapping_date,hotel_name,hotel_address,review_score,review_rating_category,customer_review_count,room_type_block,num_of_days_stayed,date_of_stay,traveller_type,review_score_badge,review_text_positive,review_text_negative,review_date
2022-12-10 07:08:55.709013,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
2 nights · 

October 2022

","
October 2022
","
Family
", 9.0 ,There are no comments available for this review,N/A,"
October 2022
"
2022-12-10 07:08:55.780054,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
2 nights · 

October 2022

","
October 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
October 2022
"
2022-12-10 07:08:55.812774,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Standard King Room
","
2 nights · 

October 2022

","
October 2022
","
Couple
", 8.0 ,There are no comments available for this review,N/A,"
October 2022
"
2022-12-10 07:08:58.033960,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Standard King Room
","
4 nights · 

October 2022

","
October 2022
","
Group
", 8.0 ,There are no comments available for this review,N/A,"
October 2022
"
2022-12-10 07:08:58.122661,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
4 nights · 

October 2022

","
October 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
October 2022
"
2022-12-10 07:08:58.152053,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Standard King Room
","
1 night · 

October 2022

","
October 2022
","
Family
", 9.0 ,There are no comments available for this review,N/A,"
October 2022
"
2022-12-10 07:08:58.201348,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Double Room with Garden View
","
3 nights · 

July 2022

","
July 2022
","
Family
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:08:58.235295,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room - Disability Access
","
3 nights · 

September 2022

","
September 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
September 2022
"
2022-12-10 07:08:58.276158,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
1 night · 

September 2022

","
September 2022
","
Couple
", 9.0 ,There are no comments available for this review,N/A,"
September 2022
"
2022-12-10 07:08:58.311453,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room - Disability Access
","
1 night · 

August 2022

","
August 2022
","
Solo traveler
", 9.0 ,There are no comments available for this review,N/A,"
August 2022
"
2022-12-10 07:08:58.341679,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Double Room - Disability Access
","
4 nights · 

September 2022

","
September 2022
","
Solo traveler
", 9.0 ,There are no comments available for this review,N/A,"
September 2022
"
2022-12-10 07:08:58.383239,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room - Disability Access
","
3 nights · 

September 2022

","
September 2022
","
Family
", 9.0 ,There are no comments available for this review,N/A,"
September 2022
"
2022-12-10 07:08:58.415984,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
3 nights · 

September 2022

","
September 2022
","
Couple
", 8.0 ,There are no comments available for this review,N/A,"
September 2022
"
2022-12-10 07:09:00.706623,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Standard King Room
","
3 nights · 

August 2022

","
August 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
August 2022
"
2022-12-10 07:09:00.744951,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Suite
","
2 nights · 

August 2022

","
August 2022
","
Couple
", 9.0 ,There are no comments available for this review,N/A,"
August 2022
"
2022-12-10 07:09:00.778787,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
1 night · 

July 2022

","
July 2022
","
Solo traveler
", 9.0 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:09:00.818877,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
2 nights · 

July 2022

","
July 2022
","
Solo traveler
", 8.0 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:09:00.851462,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Double Room - Disability Access
","
2 nights · 

August 2022

","
August 2022
","
Family
", 10 ,There are no comments available for this review,N/A,"
August 2022
"
2022-12-10 07:09:00.933878,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Standard King Room
","
2 nights · 

July 2022

","
July 2022
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:09:00.971600,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
3 nights · 

July 2022

","
July 2022
","
Solo traveler
", 9.0 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:09:01.016619,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
1 night · 

July 2022

","
July 2022
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:09:01.052868,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Studio
","
5 nights · 

July 2022

","
July 2022
","
Family
", 8.0 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:09:01.084856,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
Standard King Room
","
1 night · 

July 2022

","
July 2022
","
Family
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:09:04.594286,The Newbury Boston,"
1 Newbury Street, Back Bay, Boston, MA 02116, United States of America
",9.1,Wonderful ,178 reviews,"
King Room with Garden View
","
3 nights · 

July 2022

","
July 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:09:12.728661,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room - Downtown View
","
1 night · 

November 2022

","
November 2022
","
Solo traveler
", 9.0 ,"location, staff, and knowing the CitizenM formula. the tech stuff fin the room is also ‘fun’","a bit of noise from the street, even on the 12th floor, but that’s part of being in a city","
November 2022
"
2022-12-10 07:09:12.754258,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Solo traveler
", 9.0 ,Really good location nearby North Station,"I stayed here during Thanksgiving day due to the train problem I can’t go home. I asked for buying bottle water but they don’t have any. Besides, the room is pretty cold and the AC didn’t work that fast which made me go downstairs ask for help.","
November 2022
"
2022-12-10 07:09:12.776041,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Couple
", 10 ,it was in a nice area and was very comfy and nice,N/A,"
November 2022
"
2022-12-10 07:09:12.794998,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Couple
", 10 ,Everything. This was our fourth time there and it was all great,Nothing !,"
November 2022
"
2022-12-10 07:09:12.816288,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Couple
", 8.0 ,Location was great. Bar area was convenient.,"Would have liked more pillows. 
No guide for the TV.","
November 2022
"
2022-12-10 07:09:12.835316,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room - Downtown View
","
3 nights · 

November 2022

","
November 2022
","
Solo traveler
", 10 ,"excellent staff!  love the hip living room vibe of the 4th floor check-in, bar. loved the elegance and efficiency of my room!",perfume / scent in lobby was overpowering and kind of gross smelling.,"
November 2022
"
2022-12-10 07:09:12.857677,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Family
", 10 ,Awsome place. Great location,The elevators,"
November 2022
"
2022-12-10 07:09:12.875163,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Solo traveler
", 9.0 ,"easy to get from the airport and easy to get to any place in the city.
nice staf, Nice bar, exceptional clean room",N/A,"
November 2022
"
2022-12-10 07:09:12.894752,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room - Downtown View
","
3 nights · 

November 2022

","
November 2022
","
Couple
", 10 ,"Great room and view- very comfortable bed! Loved the iPad to control things, too.",The water pressure wasn’t the best!,"
November 2022
"
2022-12-10 07:09:12.913109,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Couple
", 10 ,"great location, very clean and the view was beautiful",N/A,"
November 2022
"
2022-12-10 07:09:15.049884,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Couple
", 10 ,Remote controlled lights and blinds.,Small room.,"
November 2022
"
2022-12-10 07:09:15.064941,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Family
", 10 ,cleanliness and friendliness of the staff,none,"
November 2022
"
2022-12-10 07:09:15.081040,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
1 night · 

November 2022

","
November 2022
","
Couple
", 10 ,"We loved the room, it was unique and fun. We were so comfortable and loved playing with all the unique amenities in the room. We really enjoyed the shower. The room was also so quiet, we never heard anything and loved our view",Breakfast was just okay. The coffee was great and the service was also wonderful.,"
November 2022
"
2022-12-10 07:09:15.098044,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
2 nights · 

November 2022

","
November 2022
","
Couple
", 10 ,The bar staff were incredible !,The elevators were a bit confusing.,"
November 2022
"
2022-12-10 07:09:15.114959,citizenM Boston North Station,"
80 Causeway Street, West End, Boston, MA 02114, United States of America
",8.7,Excellent ,"2,845 reviews","
King Room
","
5 nights · 

October 2022

","
October 2022
","
Family
", 9.0 ,"The room is small in size, perfect for one or two people. The bed was very comfortable and the view from the window is fantastic. We liked the modern style of the hotel and the many comfortable seats in the lobby. We tried breakfast once, everything was enough and it was very tasty for us. In the evenings, it's cool to take tea and drink on the terrace, there is a cool view of the city. The ironing room looked very cool. Check-in and check-out procedures were very fast.",Expensive for the size of the room and the lack of water in the room. Water could only be obtained from the bar.,"
October 2022
"
